csv_order,Priority,Category,Item,Link,Price,Image,Notes,Black Friday Deals,Black Friday Store
38,3,Clothes,Blue Pusheen Tracksuit with Hoodie and Joggers,https://www.mercari.com/us/item/m39698406177/?ref=search_results,$33.00,https://u-mercari-images.mercdn.net/photos/m39698406177_1.jpg?width=1024&height=1024&format=pjpg&auto=webp&fit=crop&_=1687977449,,,
38,3,Clothes,Calico Cardigan,https://leikya.com/en-us/products/calico-cardigan?_pos=1&_sid=81257d44e&_ss=r,$55.00,https://leikya.com/cdn/shop/products/ProductPhoto-19_1200x.jpg?v=1626546862,,,
38,3,Clothes,Christmas Magic Crewneck,https://umvvelt.fish/collections/crewneck-sweaters/products/christmas-miracles-crewneck,$60.00,https://umvvelt.fish/cdn/shop/products/CHRISTMASMAGIC_600x.png?v=1604169749,,,
38,3,Clothes,My Melody Cozy Kuma JapanLA Cardigan,https://www.japanla.com/cdn/shop/files/MMCKC01.jpg?v=1726076860,$100.00,https://www.japanla.com/cdn/shop/files/MMCKC01.jpg?v=1726076860&width=900,,,
38,3,Clothes,Cinnamoroll Mushroom Girls Woven Button-Up,https://www.hottopic.com/product/cinnamoroll-mushroom-girls-woven-button-up/20193512.html,$27.93,https://cdn.media.amplience.net/s/hottopic/20193512_hi?$productMainTablet$&fmt=auto,,,
38,3,Clothes,Creamy Angel Froggie Cardigan,https://duluduludesign.com/products/creamy-angel-froggie-cardigan,$64.21,https://duluduludesign.com/cdn/shop/files/Group296.png?v=1709596924&width=493,,,
38,3,Clothes,Harry Potter Deathly Hallows Cut-Out Sweetheart Dress,https://www.hottopic.com/product/harry-potter-deathly-hallows-cut-out-sweetheart-dress/20862538.html,$34.93,https://cdn.media.amplience.net/s/hottopic/20862538_hi?$productMainTablet$&fmt=auto,,,
38,3,Clothes,hibud overalls,https://yoyothericecorpse.com/collections/dress/products/hibud-dungaree-shorts,$132.00,https://yoyothericecorpse.com/cdn/shop/files/image_c1decf7a-4b45-47ab-b171-11f7830388cb_540x.jpg?v=1682972649,,,
38,3,Clothes,Lakko & Sakura Crybaby Hooded Pullover,https://umvvelt.fish/collections/all-products/products/jeanadraws-x-umvvelt-hoodie,$70.00,https://umvvelt.fish/cdn/shop/files/MOONJELLYHOODIE_39070baf-ca63-460e-92f0-859152da0383_600x.png?v=1683265386,,,
38,3,Clothes,Moon Jelly Pinafore,https://umvvelt.fish/collections/apparel/products/moon-jelly-pinafore,$60.00,https://umvvelt.fish/cdn/shop/files/MOONJELLYPINAFORE_caef5181-e7cd-46c9-938d-85be4ed34be0_600x.png?v=1683264616,,,
38,3,Clothes,Pastel Yellow Froggie Cardigam,https://duluduludesign.com/products/pastel-yellow-froggie-cardigan?pr_prod_strat=copurchase_transfer_learning&pr_rec_id=426a737e3&pr_rec_pid=7778478325923&pr_ref_pid=7778479177891&pr_seq=uniform,$64.21,https://duluduludesign.com/cdn/shop/products/froggie2.jpg?v=1658265484&width=493,,,
38,3,Clothes,Pink Crybaby Button-Up Shirt,https://umvvelt.fish/collections/apparel/products/pink-crybaby-button-up-shirt,$45.00,https://umvvelt.fish/cdn/shop/products/PINKCRYBUTTONUP_600x.png?v=1642885876,,,
38,3,Clothes,pusheen mini backpack,https://www.claires.com/us/pusheen-sips-printed-mini-backpack-295754.html,$22.00,https://www.claires.com/dw/image/v2/BBTK_PRD/on/demandware.static/-/Sites-master-catalog/default/dwf3203d25/images/hi-res/14827_1.jpg?sw=734&sh=734&sm=fit,,,
38,3,Clothes,Sanrio Cinnamoroll Wave Panel Women’s T-Shirt - BoxLunch Exclusive,https://www.boxlunch.com/product/sanrio-cinnamoroll-wave-panel-womens-t-shirt---boxlunch-exclusive-/20123182.html,$13.16,https://cdn.media.amplience.net/s/hottopic/20123182_hi?$productMainTablet$&fmt=auto,,,
38,3,Clothes,Scaredy Pants SpongeBob Pullover,https://www.notyouraveragebabe.com/products/scaredy-pants-spongebob-pullover?fbclid=PAAaZ3tKYs6HdHTsr__OWAWJWWKy1Ex94ao9PGIDHJU6KJ4N6y_MOKOaTp7dY_aem_AQ-exlbDAdmsBjp8jhmqatUpqeAan2VrUQKbhPcs_xWNnmliTvbJoNdb22VplI9pBGiWv43mM_4ImS56iwtoKkNg&utm_source=facebook&utm_medium=paid&campaign_id=23857182033130616&ad_id=23857182033040616,$37.00,https://www.notyouraveragebabe.com/cdn/shop/files/image_9459b5c8-b8ff-4bf0-8d93-1eba39fbb58b.jpg?v=1689345276&width=493,,,
38,3,Clothes,short ugg boots,https://www.kohls.com/product/prd-4535648/koolaburra-by-ugg-koola-mini-ii-womens-winter-boots.jsp?skuid=76908308&CID=shopping30&utm_campaign=SSC&utm_medium=CSE&utm_source=google&utm_product=76908308&utm_campaignid=20497523010&gad_source=1,$84.00,https://media.kohlsimg.com/is/image/kohls/4535648_Chestnut?wid=805&hei=805&op_sharpen=1,,,
38,3,Clothes,Sleeping Fishes Button-Up Shirt,https://umvvelt.fish/collections/apparel/products/sleeping-fishes-button-up-shirt,$45.00,https://umvvelt.fish/cdn/shop/products/sleeping_600x.png?v=1608066505,,,
38,3,Clothes,Winter Wonderland Crewneck,https://umvvelt.fish/collections/apparel/products/winter-wonderland-crewneck,$60.00,https://umvvelt.fish/cdn/shop/products/WINTERWONDERLAND2_600x.png?v=1670093663,,,
59,5,Makeup,BB Cream ,https://www.ulta.com/p/dream-fresh-bb-cream-8-in-1-skin-perfector-xlsImpprod4480195?sku=2247172,$9.99,https://media.ulta.com/i/ulta/2247172?w=1000&h=1000&fmt=auto,,,
39,3,Makeup,Bottle Blonde Palette,https://trixiecosmetics.com/collections/eyes/products/eyeshadows-bottle-blonde-palette,$48.00,https://trixiecosmetics.com/cdn/shop/files/BottleBlonde12-paneyeshadowpalettecrushpigment_2400x.jpg?v=1698443511,,,
39,3,Makeup,strawberry shortcake body glaze,https://www.tiktok.com/view/product/1729387547217662415?checksum=87c369ace0ea3e792c18bf824be999a44edb4f8079b9bc4d15888e8425d12ca9&sec_user_id=MS4wLjABAAAAe4ZYKeEf3XVF-KL7VfJrtvpa7xQqVhgtu6mHx4X6EQ-KuF1AG5UBxDtmgtPY6tQ9&share_app_id=1233&share_link_id=9E24AF71-41D7-4C1A-9BB5-143284D41598&social_share_type=15&timestamp=1693345083&trackParams=%7B%22source_page_type%22%3A%22product_share%22%2C%22enter_from_info%22%3A%22product_share_outside%22%7D&tt_from=copy&u_code=D8IGC2425G125H&ug_btm=b6880%2Cb6661&unique_id=enlightened_little_one&user_id=6745624884858061829&utm_campaign=client_share&utm_medium=ios&utm_source=copy,$25.00,https://p19-oec-ttp.tiktokcdn-us.com/tos-useast5-i-omjb5zjo8w-tx/0b1405aaf6334ad39bf3aab7476c6efc~tplv-omjb5zjo8w-resize-jpeg:800:800.jpeg?from=1826719393,,,
40,3,Plushies,butter the potato plushie,https://fluffnest.com/products/butter-the-potato,$45.00,https://fluffnest.com/cdn/shop/files/Butter_7c8c3d3c-3222-4d35-9071-0b2ac28b6a6d.png?v=1699849693&width=493,,,
40,3,Plushies,Cosy Pusheen Plush,https://discowaffle.com/collections/pusheen/products/cosy-pusheen-plush-23-cm,$26.67,https://discowaffle.com/cdn/shop/files/cosypusheen.jpg?v=1692352542&width=1200,,,
40,3,Plushies,IT’SUGAR Exclusive Pusheen Snackable Take-Out Plush,https://itsugar.com/products/it-sugar-exclusive-pusheen-snackable-take-out-plush,$29.99,https://itsugar.com/cdn/shop/files/5.jpg?v=1698169117&width=5000,,,
42,4,Food,PB sauce,https://www.amazon.com/gp/product/B00I3303L2/ref=ewc_pr_img_1?smid=ATVPDKIKX0DER&th=1,$19.70,https://m.media-amazon.com/images/I/41JsTg6KUjL._SX300_SY300_QL70_FMwebp_.jpg,,,
42,4,Food,Vanilla bean paste,https://www.amazon.com/Vanilla-Bean-Paste-Baking-Cooking/dp/B07JFLXZQV/ref=sr_1_5?crid=1ENXVAVYTD2PT&dib=eyJ2IjoiMSJ9.NK94jZq13hHZWOA0PoAOBxcYptrKKhdubq-eL8in-ZepISVpMBoFERJlv3TFPA7Jd7W-WbYV2Q4cQai7iD90XItqahCQbqWy4MSbQdBIIqGWBW30L4IzfXiABTrB84OEd9R_UvQDE--u91zirPsZWF17o1l_jFP3B7JIcyG9FGaRhUutWzBDq0mFV2JeOsI-HcLxTSh3bVtbfTZKK9bgdFCHqWCZhl7FHNQqLSjNVt1Z-pJsvbDxErA6lL6Q8euiUzTQy_pttfWeiYyCLOvKHnHakdCU-EM9tZ4jIC5TvqU.g83IW2CgTmpWQ1o7ggExT-EBjDL28vezm-hOstdTqjE&dib_tag=se&keywords=vanilla+bean+paste&qid=1722043505&sprefix=Vanilla+bean+paste%2Caps%2C120&sr=8-5,$14.24,https://m.media-amazon.com/images/I/41mGwlHTcmL._SX300_SY300_QL70_FMwebp_.jpg,,,
46,4,Home,Gyroid planter,https://www.etsy.com/listing/1642796880/lloid-the-gyroid-planter-gyroid-gift?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=gyroid+planter&ref=sr_gallery-1-1&pro=1&sts=1&content_source=f0e0a75cab33a51fed628d8076c44bd1faaa734d%253A1642796880&organic_search_click=1,$8.97,https://i.etsystatic.com/36995418/r/il/9e130d/5717833587/il_794xN.5717833587_e0nx.jpg,,,
46,4,Home,Whale Tumblr,https://findcomo.com/products/como-tumbler-handle-straw,$39.99,https://findcomo.com/cdn/shop/files/1U157652_949d0b53-1ea5-4926-9dc7-e5c335964dbe.jpg?v=1737029994&width=990,,,
48,4,Clothes,Sanrio My Melody Winter Icons Holiday Sweater - BoxLunch Exclusive,https://www.boxlunch.com/product/sanrio-my-melody-winter-icons-holiday-sweater---boxlunch-exclusive/20787305.html?mr:trackingCode=01E3A3B0-C337-EE11-811D-0050569428E8&mr:referralID=NA&srsltid=AfmBOooNj40HwIpfawWyU3xdeno5meT62YkDDWA7X2tmOOztnuUS26h4Kh8,$59.90,https://cdn.media.amplience.net/s/hottopic/20787298_hi?$productMainTablet$&fmt=auto,,,
48,4,Clothes,A home for flowers sweater,https://www.omocat-shop.com/products/a-home-for-flowers-sweater,$60.00,https://www.omocat-shop.com/cdn/shop/products/210320_Omocat_2964_new_550x.jpg?v=1621462194,,,
48,4,Clothes,Animal Crossing Cherry Blossom Purse,https://www.etsy.com/listing/903368318/animal-crossing-inspired-cherry-blossom,$155.70,https://i.etsystatic.com/20350683/r/il/7186e1/3987300275/il_1140xN.3987300275_6q3g.jpg,,,
48,4,Clothes,Loungefly Sanrio Hello Kitty Breakfast Toaster Crossbody Bag,https://www.gamestop.com/clothing/bags-wallets/crossbody-bags/products/loungefly-sanrio-hello-kitty-breakfast-toaster-crossbody-bag/409906.html,$74.99,https://media.gamestop.com/i/gamestop/20013304/Loungefly-Sanrio-Hello-Kitty-Breakfast-Toaster-Crossbody-Bag?$pdp2x$,,,
48,4,Clothes,Loungefly Sanrio Hello Kitty Breakfast Waffle Mini Backpack,https://www.amazon.com/Loungefly-Sanrio-Breakfast-Backpack-Standard/dp/B0C6SYCCGW,$99.00,https://m.media-amazon.com/images/I/71x0jRSL1QL._AC_SY450_.jpg,,,
48,4,Clothes,wah sweater,https://www.omocat-shop.com/products/wah-sweater,$65.00,https://www.omocat-shop.com/cdn/shop/products/ina_sweater_1_d6b872f7-a612-4766-b344-81a27ca62157_550x.jpg?v=1638571618,,,
51,5,Fitness,On Running Shoes,https://www.on.com/en-us/products/cloudflyer-4-71/womens/peach-aloe-shoes-71.98669,$100.00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSXPTiORUWGFLu629YcJ0ZlHdH5RCaArroqTZraEMgF4eyY_9d4,,,
53,5,Games,"Cordyceps flyer, The Last of Us 2",https://www.etsy.com/listing/1073128114/stages-of-infection-cordyceps-flyer-the?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=the+last+of+us&ref=sr_gallery-2-18&organic_search_click=1&pro=1&sts=1,$12.69,https://i.etsystatic.com/24433473/r/il/1ea617/3338057782/il_794xN.3338057782_budl.jpg,,,
53,5,Games,Ellie Birthday Tape,https://www.etsy.com/listing/849757265/ellies-birthday-cassette-the-last-of-us?click_key=e9856795c09c7739e3e0be26f3ce38ee1af966b5%3A849757265&click_sum=1e39c154&ref=shop_home_feat_2&bes=1,$20.00,https://i.etsystatic.com/20947389/r/il/b1883b/2498220171/il_794xN.2498220171_6q31.jpg,,,
53,5,Games,Ellie Statue,https://www.bigbadtoystore.com/Product/VariationDetails/117176,$49.99,https://images.bigbadtoystore.com/images/p/full/2021/11/11838e53-c2a4-430a-a580-4b0385ac7719.jpg,,,
53,5,Games,PS3,https://www.ebay.com/itm/314123677299?epid=10056770758&hash=item49233aee73:g:1aUAAOSwgV9jC9SH,$174.99,https://i.ebayimg.com/images/g/UmEAAOSwYThjwKwD/s-l1600.webp,,,
53,5,Games,racing wheel for pc,https://www.amazon.com/Logitech-G923-Racing-Wheel-PS4/dp/B07PFB72NL/ref=sr_1_3?crid=27DNWH4KRN6IU&keywords=Logitech+G923&qid=1688585649&sprefix=logitech+g923%2Caps%2C123&sr=8-3,$272.00,https://m.media-amazon.com/images/I/41fb7n8ZnLL._SX300_SY300_QL70_FMwebp_.jpg,,,
53,5,Games,Savage Starlight,https://www.etsy.com/listing/1090164602/savage-starlight-book-1-termination?ref=ap-listing,$25.00,https://i.etsystatic.com/20947389/r/il/7809c6/3455031406/il_794xN.3455031406_9b1g.jpg,,,
56,5,Home,Fun Cups,https://umvvelt.fish/products/fun-cups-series,$10.00,https://umvvelt.fish/cdn/shop/products/CUPS_1194b334-dadb-4b5a-95c9-67a4a68502ca_600x.png?v=1604686376,,,
56,5,Home,Pink Pigs Plush Christmas Wreath,https://42shops.com/products/pink-pigs-plush-christmas-wreath,$19.99,,,,
56,5,Home,recliner gaming chair,https://www.amazon.com/POWERSTONE-Recliner-Ergonomic-Footrest-Recliners/dp/B08KGBLHM2?source=ps-sl-shoppingads-lpcontext&ref_=fplfs&smid=AZ14DL23PLFF6&th=1,$269.99,https://m.media-amazon.com/images/I/61Opto2nemL.__AC_SX300_SY300_QL70_FMwebp_.jpg,,,
56,5,Home,Bath Spa with Dual Jets for Tub,https://www.amazon.com/Conair-Portable-Creates-Soothing-Bubbles/dp/B0BSYJZ329/ref=sr_1_2?crid=LK71P81DQNZ&dib=eyJ2IjoiMSJ9.DyiYmmCH5skg-1mUw0t8j89VN1E7G_9stK3dSALenBIYJ4Y7HqwH1Y4h8GWcimuBZ4r5_mA7e-N4AWz7iqgEHcG9KVd_cYVE6SWcGAAM5WBNoGtQyXy2aKrpAhkq0uqudZE5QMudgICy30ivgniCsBPW5CyHn9r2tmM8k1GlN3kOSuS3csb5UdEV6tP26Zn6r6B6dalCdO6PVDzWV6TNIfFuCFQQUOM5rWTCKsZ0i9SxCYgZmSc42l29MEaeq6h2HEzEUI0D97LxGTvOItX1pmmmU60eTX9sbGvQ5Y5gxiE.5OXssWnI23CbTJXQ3N7nI6F3D9WhatdEVXaKXjKp-vo&dib_tag=se&keywords=bath+spa+with+jets&qid=1722045940&s=beauty&sprefix=bath+spa+with+jets%2Cbeauty%2C125&sr=1-2#customerReviews,$69.97,https://m.media-amazon.com/images/I/61Mm6686PqL._SX450_.jpg,,,
56,5,Home,Custom ACNH Character Figure,https://www.etsy.com/listing/1188208126/custom-animal-crossing-villager-figure?epik=dj0yJnU9emJNQXhaSXQtd2ZKQ0J2N0g2aFdleW1MSC1DRms2cDMmcD0wJm49dkRDaEgyUldTZkR4eUpGRXBsMV93dyZ0PUFBQUFBR1VjdFdz&variation1=2529770254&variation0=2529770252,$65.00,https://i.etsystatic.com/29473386/r/il/12b8d0/3758784462/il_794xN.3758784462_qdsl.jpg,,,
56,5,Home,Evolve Photo Book,https://shop.imaginedragonsmusic.com/collections/merch/products/evolve-photo-book,$85.00,https://shop.imaginedragonsmusic.com/cdn/shop/products/ID_HardCover_Book_2.png?v=1614275782&width=600,,,
56,5,Home,pretty patties ,https://www.zencreations.store/product-page/pretty-patties-8-x-12-wall-decor,$60.00,"https://static.wixstatic.com/media/a14ce0_9da2ea0666064fba8c1e3abb4b7e8077~mv2.jpeg/v1/fill/w_500,h_667,al_c,q_80,usm_0.66_1.00_0.01,enc_auto/a14ce0_9da2ea0666064fba8c1e3abb4b7e8077~mv2.jpeg",,,
56,5,Home,pusheen cross stitch,https://www.amazon.com/Pusheen-Cross-Stitch-Kit-Miniature-Editions/dp/0762492279,$9.86,https://m.media-amazon.com/images/I/81Hf5k+K12L._SX445_.jpg,,,
