,,Priority,Category,Name,Link,Price,,Notes
,22,2,Clothes,Sanrio Cinnamoroll Balloons Crewneck - BoxLunch Exclusive,https://www.boxlunch.com/product/sanrio-cinnamoroll-balloons-crewneck---boxlunch-exclusive/20897314.html,$54.90,,
,22,2,Clothes,Sanrio Gudetama Color Block Wave Crewneck - BoxLunch Exclusive,https://www.boxlunch.com/product/sanrio-gudetama-color-block-wave-crewneck---boxlunch-exclusive/20872878.html,$54.90,,
,22,2,Clothes,Cinnamoroll Strawberry Ruffle Dress,https://www.hottopic.com/product/cinnamoroll-strawberry-ruffle-dress/20546040.html,$32.94,,
,22,2,Clothes,converse,https://www.amazon.com/Converse-M9697-Low-TOP-Black/dp/B07KLTC8RF/ref=sr_1_2?crid=V3DQZT2ZDI8G&keywords=converse&qid=1695522588&sprefix=converse%2Caps%2C237&sr=8-2,$54.99,,
,22,2,Clothes,My Melody & Kuromi Sweetheart Long-Sleeve Dress,https://www.hottopic.com/product/my-melody-kuromi-sweetheart-long-sleeve-dress/19508170.html,$29.49,,
,22,2,Clothes,Pink Vans,https://www.amazon.com/dp/B0949LJG92?ref_=cm_sw_r_apin_dp_3QT203XN0RG4MAKA3SH4&th=1&psc=1,$89.62,,
,22,2,Clothes,Sanrio My Melody Embroidered Panel Crewneck - BoxLunch Exclusive,https://www.boxlunch.com/product/sanrio-my-melody-embroidered-panel-crewneck---boxlunch-exclusive/17608341.html,$54.90,,
,22,2,Clothes,Women Strawberry Sequin Dress V-Neck Embroidered,https://www.walmart.com/ip/Women-Strawberry-Sequin-Dress-V-Neck-Embroidered-Mesh-Lace-Up-Pleated-Dress-NEW/530471065,$24.98,outdated,
,22,2,Clothes,Ellie Fall Hoodie,https://www.insertcoinclothing.com/hoodies/ellie-fall-hoodie.html?store=the-last-of-us,$65.49,,
,22,2,Clothes,Jacket,https://www.uniqlo.com/us/en/products/E467410-000/00?colorDisplayCode=60&sizeDisplayCode=007&srsltid=AfmBOorczFBazmVK3PB2fhDdxm8j9VEGuhBmllHT2bl882vtAqIk6c78Duo,$39.90,,
,22,2,Clothes,Pusheen Strawberry Sweater,https://www.fye.com/products/pusheen-strawberry-sweater_pid-clo6d3g3x000m01ln49rgfs68?_pos=1&_sid=6ef1a2335&_ss=r,$29.99,,
,24,2,Food,Built Protein bars,https://built.com/products/cookies-n-cream-chunk-puff,$23.99,,
,25,2,Games,Abby Statue,https://www.bigbadtoystore.com/Product/VariationDetails/193705,$59.99,,$0.00
,25,2,Games,Nintendo Switch Sports - Nintendo Switch,https://www.amazon.com/Nintendo-Switch-Sports/dp/B09KRK6C82,$30.00,,
,27,2,Makeup,ColourPop FADE INTO HUE Eyeshadow Palette ,https://www.amazon.com/ColourPop-Eyeshadow-Metallic-Semi-Sparkle-Super-Pigmented/dp/B09VGV7NJH,$33.74,,
,28,2,Plushies,thanksgiving potato plush,https://www.smokonow.com/products/tayto-potato-thanksgiving-mochi-plush,$32.00,,
,28,2,Plushies,gingerbread pusheen,https://www.amazon.com/GUND-Pusheen-Gingerbread-Squisheen-Stuffed/dp/B0BYPQRXFF?source=ps-sl-shoppingads-lpcontext&ref_=fplfs&smid=ATVPDKIKX0DER&th=1,$15.00,,
,28,2,Plushies,Tayto Potato christmas tree plush,https://www.smokonow.com/products/tayto-potato-christmas-tree-mochi-plush,$38.00,,
,32,3,Clothes,pusheen bag,https://www.amazon.com/Pusheen-Rose-Collection-Drawstring-Bag/dp/B081BHQVH7,$44.90,,
,32,3,Clothes,Blue Pusheen Tracksuit with Hoodie and Joggers,https://www.mercari.com/us/item/m39698406177/?ref=search_results,$33.00,,
,32,3,Clothes,Calico Cardigan,https://leikya.com/en-us/collections/cardigans/products/calico-cardigan,$95.00,,
,32,3,Clothes,Christmas Magic Crewneck,https://umvvelt.fish/collections/crewneck-sweaters/products/christmas-miracles-crewneck,$60.00,,
,32,3,Clothes,Cinnamoroll JapanLA Floral Cardigan,https://www.japanla.com/products/cinnamoroll-japanla-floral-cardigan?_pos=7&_sid=2f7a3c25e&_ss=r&variant=43392470057138,$100.00,,
,32,3,Clothes,Cinnamoroll Mushroom Girls Woven Button-Up,https://www.hottopic.com/product/cinnamoroll-mushroom-girls-woven-button-up/20193512.html,$27.93,Outdated,
,32,3,Clothes,Creamy Angel Froggie Cardigan,https://duluduludesign.com/products/creamy-angel-froggie-cardigan,$64.21,,
,32,3,Clothes,Harry Potter Deathly Hallows Cut-Out Sweetheart Dress,https://www.hottopic.com/product/harry-potter-deathly-hallows-cut-out-sweetheart-dress/20862538.html,$34.93,,
,32,3,Clothes,hibud overalls,https://yoyothericecorpse.com/collections/dress/products/hibud-dungaree-shorts,$89.00,,
,32,3,Clothes,Lakko & Sakura Crybaby Hooded Pullover,https://umvvelt.fish/collections/all-products/products/jeanadraws-x-umvvelt-hoodie,$65.00,,
,32,3,Clothes,Moon Jelly Pinafore,https://umvvelt.fish/collections/apparel/products/moon-jelly-pinafore,$60.00,,
,32,3,Clothes,Pastel Yellow Froggie Cardigam,https://duluduludesign.com/products/pastel-yellow-froggie-cardigan?pr_prod_strat=copurchase_transfer_learning&pr_rec_id=426a737e3&pr_rec_pid=7778478325923&pr_ref_pid=7778479177891&pr_seq=uniform,$64.21,,
,32,3,Clothes,Pink Crybaby Button-Up Shirt,https://umvvelt.fish/collections/apparel/products/pink-crybaby-button-up-shirt,$45.00,,
,32,3,Clothes,pusheen mini backpack,https://www.claires.com/us/pusheen-sips-printed-mini-backpack-295754.html,$38.24,,
,32,3,Clothes,Sanrio Cinnamoroll Wave Panel Women’s T-Shirt - BoxLunch Exclusive,https://www.boxlunch.com/product/sanrio-cinnamoroll-wave-panel-womens-t-shirt---boxlunch-exclusive-/20123182.html,$13.16,I think I have this?,
,32,3,Clothes,Scaredy Pants SpongeBob Pullover,https://www.notyouraveragebabe.com/products/scaredy-pants-spongebob-pullover?fbclid=PAAaZ3tKYs6HdHTsr__OWAWJWWKy1Ex94ao9PGIDHJU6KJ4N6y_MOKOaTp7dY_aem_AQ-exlbDAdmsBjp8jhmqatUpqeAan2VrUQKbhPcs_xWNnmliTvbJoNdb22VplI9pBGiWv43mM_4ImS56iwtoKkNg&utm_source=facebook&utm_medium=paid&campaign_id=23857182033130616&ad_id=23857182033040616,$37.00,,
,32,3,Clothes,short ugg boots,https://www.kohls.com/product/prd-4535648/koolaburra-by-ugg-koola-mini-ii-womens-winter-boots.jsp?skuid=76908308&CID=shopping30&utm_campaign=SSC&utm_medium=CSE&utm_source=google&utm_product=76908308&utm_campaignid=20497523010&gad_source=1,$59.99,,
,32,3,Clothes,Sleeping Fishes Button-Up Shirt,https://umvvelt.fish/collections/apparel/products/sleeping-fishes-button-up-shirt,$45.00,,
,32,3,Clothes,Winter Wonderland Crewneck,https://umvvelt.fish/collections/apparel/products/winter-wonderland-crewneck,$60.00,,
,33,3,Fitness,Smart jump rope ,https://www.amazon.com/dp/B076424262?ref_=cm_sw_r_apin_dp_AHNP6S29Z5ADQJXCH730&peakEvent=4&dealEvent=1&language=en-US,$79.95,,
,34,3,Food,Goodles Pasta,https://www.amazon.com/GOODLES-Pasta-Variety-Pack-8oz/dp/B0CPLVM5Y5,$24.00,,
,34,3,Food,cotton candy cone dip,https://dippinflavors.com/product/cotton-candy-flavored-cool-cone-dip-zse2048s/,$57.70,,
,35,3,Games,Ballad of songbirds ,https://www.walmart.com/ip/The-Hunger-Games-Ballad-of-Songbirds-and-Snakes-Walmart-Exclusive-Steelbook-4K-Ultra-HD-Blu-Ray-Digital-Copy/5164703479?wmlspartner=wlpa&selectedSellerId=0&adid=222222222275164703479_162773534864_19950570666&wl0=&wl1=g&wl2=t&wl3=682011548871&wl4=pla-2260565564316&wl5=9015473&wl6=&wl7=&wl8=&wl9=pla&wl10=8175035&wl11=online&wl12=5164703479&veh=sem&gad_source=1&gbraid=0AAAAADmfBIqrLZcolQ04H-h62MVCWJ9DN&gclid=CjwKCAiA4smsBhAEEiwAO6DEjaJYUxQ-6TNM5ZDBDfDVPscENyK0D737D84aUZvkRGHLF8DzJuraeRoCfh4QAvD_BwE,$29.96,,
,36,3,Kitchen,Kitchen aid pasta maker,https://www.amazon.com/KitchenAid-KSMPRA-3-Piece-Roller-Attachment/dp/B01ENK4TT0/ref=sr_1_2?crid=13FL9919PN59L&keywords=kitchenaid%2Bpasta%2Bmaker&qid=1689815963&sprefix=kitchen%2Baid%2Bpasta%2Bmaker%2Caps%2C175&sr=8-2&th=1,$229.95,,
,36,3,kitchen,Rice cooker,https://www.amazon.com/dp/B00007J5U7?ref=cm_sw_r_cso_em_apin_dp_HN3K4VMBD1M8JWVDSBEM&ref_=cm_sw_r_cso_em_apin_dp_HN3K4VMBD1M8JWVDSBEM&social_share=cm_sw_r_cso_em_apin_dp_HN3K4VMBD1M8JWVDSBEM&starsLeft=1&skipTwisterOG=2&th=1,$200.00,,
,37,3,Makeup,BB Cream ,https://www.ulta.com/p/dream-fresh-bb-cream-8-in-1-skin-perfector-xlsImpprod4480195?sku=2247172,$9.99,,
,37,3,Makeup,Bottle Blonde Palette,https://trixiecosmetics.com/collections/eyes/products/eyeshadows-bottle-blonde-palette,$48.00,,
,37,3,Makeup,strawberry shortcake body glaze,https://www.tiktok.com/view/product/1729387547217662415?checksum=87c369ace0ea3e792c18bf824be999a44edb4f8079b9bc4d15888e8425d12ca9&sec_user_id=MS4wLjABAAAAe4ZYKeEf3XVF-KL7VfJrtvpa7xQqVhgtu6mHx4X6EQ-KuF1AG5UBxDtmgtPY6tQ9&share_app_id=1233&share_link_id=9E24AF71-41D7-4C1A-9BB5-143284D41598&social_share_type=15&timestamp=1693345083&trackParams=%7B%22source_page_type%22%3A%22product_share%22%2C%22enter_from_info%22%3A%22product_share_outside%22%7D&tt_from=copy&u_code=D8IGC2425G125H&ug_btm=b6880%2Cb6661&unique_id=enlightened_little_one&user_id=6745624884858061829&utm_campaign=client_share&utm_medium=ios&utm_source=copy,$25.00,,
,38,3,Plushies,butter the potato plushie,https://fluffnest.com/products/butter-the-potato,$30.00,,
,38,3,Plushies,Cosy Pusheen Plush,https://discowaffle.com/collections/pusheen/products/cosy-pusheen-plush-23-cm,$26.67,,
,38,3,Plushies,IT’SUGAR Exclusive Pusheen Snackable Take-Out Plush,https://itsugar.com/products/it-sugar-exclusive-pusheen-snackable-take-out-plush,$29.99,,
,42,4,Clothes,Sanrio My Melody Winter Icons Holiday Sweater - BoxLunch Exclusive,https://www.boxlunch.com/product/sanrio-my-melody-winter-icons-holiday-sweater---boxlunch-exclusive/20787305.html?mr:trackingCode=01E3A3B0-C337-EE11-811D-0050569428E8&mr:referralID=NA&srsltid=AfmBOooNj40HwIpfawWyU3xdeno5meT62YkDDWA7X2tmOOztnuUS26h4Kh8,$59.90,,
,42,4,Clothes,A home for flowers sweater,https://www.omocat-shop.com/products/a-home-for-flowers-sweater,$60.00,,
,42,4,Clothes,Animal Crossing Cherry Blossom Purse,https://www.etsy.com/listing/897411047/jan-2022-pre-order-cherry-blossom-sakura?click_key=796de688b934722e07cb6600abef2ab1b73972cb%3A897411047&click_sum=614e1ea1&ref=shop_home_feat_1&bes=1,$53.90,,
,42,4,Clothes,Hello Kitty Gingerbread JapanLA Spirit Jersey,https://www.sanrio.com/collections/japanla-x-hello-kitty-and-friends-by-spirit-jersey/products/hello-kitty-gingerbread-japanla-spirit-jersey,$80.00,,
,42,4,Clothes,Loungefly Sanrio Hello Kitty Breakfast Toaster Crossbody Bag,https://www.boxlunch.com/product/loungefly-sanrio-hello-kitty-toaster-crossbody-bag/20279559.html,$74.99,,
,42,4,Clothes,Loungefly Sanrio Hello Kitty Breakfast Waffle Mini Backpack,https://www.amazon.com/Loungefly-Sanrio-Breakfast-Backpack-Standard/dp/B0C6SYCCGW,$99.00,,
,42,4,Clothes,wah sweater,https://www.omocat-shop.com/products/wah-sweater,$65.00,,
,52,5,Clothes,Hot Topic Women's multi Shirt,https://www.depop.com/products/drewdisaster_-hot-topic-pusheen-kawaii-pastel/,$15.00,,
,52,5,Clothes,Pusheen tote bag,https://www.amazon.com/gp/product/B0BLSHMG69/ref=ox_sc_saved_image_1?smid=A2ME53KL2BSLB6&psc=1,$24.90,,
,52,5,Clothes,Hello Kitty Mushroom Embroidered Girls Skimmer Cardigan,https://www.hottopic.com/product/hello-kitty-mushroom-embroidered-girls-skimmer-cardigan/20193535.html,$38.43,,
,52,5,Clothes,Studio Ghibli Spirited Away Soot Sprites Women's Plus Size Cardigan - BoxLunch Exclusive,https://www.boxlunch.com/product/studio-ghibli-spirited-away-soot-sprites-womens-plus-size-cardigan---boxlunch-exclusive/20211779.html,$64.90,,
,52,5,Clothes,Pusheen Dress,https://www.depop.com/products/kajinkacat-pushers-unique-vintage-collab-dress/,$30.00,,
,52,5,Clothes,Last of us flannel,https://gear.playstation.com/Product/1525963-Burnside_Woven_Plaid_Flannel?cat=TLOU,$49.95,,
,52,5,Clothes,Last of us flannel gray,https://gear.playstation.com/Product/1525964-Burnside_Woven_Plaid_Flannel?cat=TLOU,$49.95,,
,52,5,Clothes,loveloud crewneck,https://loveloudfest.com/products/premium-crewneck-black,$70.00,,
,52,5,Clothes,loveloud hoodie,https://loveloudfest.com/products/classic-embroidered-hoodie,$40.00,,
,52,5,Clothes,loveloud long sleeve,https://loveloudfest.com/products/foundation-black-longsleeve,$18.00,,
,52,5,Clothes,TRF crewneck,https://shop.trf.org/products/ombre-logo-crewneck,$40.00,,
,53,5,Fitness,On Running Shoes,https://www.on.com/en-us/products/cloudflyer-4-71/womens/peach-aloe-shoes-71.98669,$100.00,,
,53,5,Fitness,RMR test,https://www.fitnescity.com/metabolic-test-in-wexford-pa,$155.00,,
,55,5,Games,Callisto Protocol,https://www.amazon.com/Callisto-Protocol-Standard-PlayStation-5/dp/B0BN4PZ9HM/ref=sr_1_1?crid=2CLNS4VYOWXJN&keywords=The+Callisto+Protocol&qid=1689815772&sprefix=the+callisto+protocol%2Caps%2C144&sr=8-1,$29.67,,
,55,5,Games,"Cordyceps flyer, The Last of Us 2",https://www.etsy.com/listing/1073128114/stages-of-infection-cordyceps-flyer-the?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=the+last+of+us&ref=sr_gallery-2-18&organic_search_click=1&pro=1&sts=1,$12.69,,
,55,5,Games,Ellie Birthday Tape,https://www.etsy.com/listing/849757265/ellies-birthday-cassette-the-last-of-us?click_key=e9856795c09c7739e3e0be26f3ce38ee1af966b5%3A849757265&click_sum=1e39c154&ref=shop_home_feat_2&bes=1,$20.00,,
,55,5,Games,Ellie Statue,https://www.bigbadtoystore.com/Product/VariationDetails/117176,$49.99,,
,55,5,Games,PS3,https://www.ebay.com/itm/314123677299?epid=10056770758&hash=item49233aee73:g:1aUAAOSwgV9jC9SH,$174.99,,
,55,5,Games,racing wheel for pc,https://www.amazon.com/Logitech-G923-Racing-Wheel-PS4/dp/B07PFB72NL/ref=sr_1_3?crid=27DNWH4KRN6IU&keywords=Logitech+G923&qid=1688585649&sprefix=logitech+g923%2Caps%2C123&sr=8-3,$349.99,,
,55,5,Games,Savage Starlight,https://www.etsy.com/listing/1090164602/savage-starlight-book-1-termination?ref=ap-listing,$25.00,,
,57,5,Makeup,Blends Palette,https://blendbunnycosmetics.com/products/blendspalette,$39.00,,
,57,5,Makeup,Pusheen space makeup kit,https://www.spectrumcollections.com/en-us/products/pusheen-give-me-space-bundle,$155.00,,
,58,5,Plushies,Build a Bear cinnamorooll,https://www.buildabear.com/cinnamoroll%EF%B8%8F-holiday-pjs-gift-set-/31213_31942.html?cgid=characters-brands-and-characters-sanrio,$45.50,,
,60,5,Vinyls,Imagine Dragons Box Set,https://www.ebay.com/itm/314017122801?_trkparms=amclksrc%3DITM%26aid%3D111001%26algo%3DREC.SEED%26ao%3D1%26asc%3D20160908105057%26meid%3D9277fc8fbd06497fa2bb75cc2274f4a5%26pid%3D100675%26rk%3D1%26rkt%3D7%26sd%3D314017122801%26itm%3D314017122801%26pmt%3D1%26noa%3D1%26pg%3D2380057&_trksid=p2380057.c100675.m4236&_trkparms=pageci%3A8c4ba3d0-25bc-11ed-8015-2ee344429457%7Cparentrq%3Add73bb431820a0d0edc63494fffb25a0%7Ciid%3A1,$208.00,,
,#N/A,2,Home,wearable heatable poncho,https://www.amazon.com/Beautyrest-Sherpa-Electric-Blanket-Shutoff/dp/B07JVG9GG3/ref=sr_1_7?crid=1Z80YOEEJUFY0&keywords=heated%2Bponcho%2Bcordless&qid=1702074375&s=home-garden&sprefix=heated%2Bponch%2Cgarden%2C110&sr=1-7&ufe=app_do%3Aamzn1.fos.17d9e15d-4e43-4581-b373-0e5c1a776d5d&th=1,$50.99,,
,#N/A,2,Home,leg waxing kit,https://www.amazon.com/Tress-Wellness-Digital-Display-Sensitive/dp/B07CRZQ9MY/ref=sr_1_5?crid=1KJKWTSKMQNTU&keywords=leg+waxing+kit&qid=1698444926&sprefix=leg+wax%2Caps%2C89&sr=8-5,$44.39,,
,#N/A,3,Home,Snowflake Wallflowers Scent Control,https://www.bathandbodyworks.com/p/snowflake-wallflowers-scent-controlandtrade-nightlight-fragrance-plug-026580310.html?cgid=wallflowers-plugs,$10.00,,
,#N/A,3,Home,"Loop Engage Earplugs for Conversation – Low-Level Noise Reduction with Clear Speech – Social Gatherings, Noise Sensitivity & Parenting – 8 Ear Tips in XS/S/M/L - 16 dB & NRR 10 - Crystal https://a.co/d/b3SAJhH",https://www.amazon.com/Loop-Earplugs-Conversation-Low-Level-Reduction/dp/B0CQP3HF8Q,$34.00,,
,#N/A,3,Home,The Art of Horizon Zero Dawn,https://www.amazon.com/dp/1785653636/ref=as_li_ss_tl?ie=UTF8&smid=ATVPDKIKX0DER&th=1&linkCode=sl1&tag=sec2002-20,$21.99,,
,#N/A,3,Home,The art of uncharted 4,https://www.bigbadtoystore.com/Product/VariationDetails/135976,$39.99,,
,#N/A,4,Home,Gyroid planter,https://www.etsy.com/listing/809367711/animal-crossing-new-horizons-lloid?click_key=920c39cca78414fefd63a8377a9d8c261da2db39%3A809367711&click_sum=1385247a&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=acnh+purse&ref=sr_gallery-1-17&organic_search_click=1&pop=1&variation0=2183543725,$5.52,,
,#N/A,5,Home,Fun Cups,https://umvvelt.fish/products/fun-cups-series,$10.00,,
,#N/A,5,Home,Pink Pigs Plush Christmas Wreath,https://42shops.com/products/pink-pigs-plush-christmas-wreath,$19.99,,
,#N/A,5,Home,recliner gaming chair,https://www.amazon.com/POWERSTONE-Recliner-Ergonomic-Footrest-Recliners/dp/B08KGBLHM2?source=ps-sl-shoppingads-lpcontext&ref_=fplfs&smid=AZ14DL23PLFF6&th=1,$269.99,,
,#N/A,5,Home,Bath Spa with Dual Jets for Tub,https://www.amazon.com/Conair-Portable-Creates-Soothing-Bubbles/dp/B0BSYJZ329/ref=sr_1_2?crid=LK71P81DQNZ&dib=eyJ2IjoiMSJ9.DyiYmmCH5skg-1mUw0t8j89VN1E7G_9stK3dSALenBIYJ4Y7HqwH1Y4h8GWcimuBZ4r5_mA7e-N4AWz7iqgEHcG9KVd_cYVE6SWcGAAM5WBNoGtQyXy2aKrpAhkq0uqudZE5QMudgICy30ivgniCsBPW5CyHn9r2tmM8k1GlN3kOSuS3csb5UdEV6tP26Zn6r6B6dalCdO6PVDzWV6TNIfFuCFQQUOM5rWTCKsZ0i9SxCYgZmSc42l29MEaeq6h2HEzEUI0D97LxGTvOItX1pmmmU60eTX9sbGvQ5Y5gxiE.5OXssWnI23CbTJXQ3N7nI6F3D9WhatdEVXaKXjKp-vo&dib_tag=se&keywords=bath+spa+with+jets&qid=1722045940&s=beauty&sprefix=bath+spa+with+jets%2Cbeauty%2C125&sr=1-2#customerReviews,$69.97,,
,#N/A,5,Home,Custom ACNH Character Figure,https://www.etsy.com/listing/1188208126/custom-animal-crossing-villager-figure?epik=dj0yJnU9emJNQXhaSXQtd2ZKQ0J2N0g2aFdleW1MSC1DRms2cDMmcD0wJm49dkRDaEgyUldTZkR4eUpGRXBsMV93dyZ0PUFBQUFBR1VjdFdz&variation1=2529770254&variation0=2529770252,$65.00,,
,#N/A,5,Home,Evolve Photo Book,https://shop.imaginedragonsmusic.com/collections/merch/products/evolve-photo-book,$85.00,,
,#N/A,5,Home,pretty patties ,https://www.zencreations.store/product-page/pretty-patties-8-x-12-wall-decor,$60.00,,
,#N/A,5,Home,pusheen cross stitch,https://shop.pusheen.com/products/hello-kitty-x-pusheen-cross-stitch-kit?variant=39449397198931,$19.80,,
,#N/A,5,Home,Signed TRF Merch,https://shop.trf.org/collections/trf-merch/products/autographed-imagine-dragons-postcard-set,$75.00,,
,#N/A,5,Home,standing desk,https://secretlab.co/products/magnus-pro?sku=MPB2-15B-PASTELPNK,$848.00,,
,#N/A,5,Home,tucked in pickles,https://www.zencreations.store/product-page/tucked-in-pickles-8-x-10-canvas,$33.00,,
,#N/A,5,Home,Anything from this ,https://www.jeanadraws.com/products/seconds-grade-lakko-sweater-collection?variant=40041758163004,$45.00,,
,#N/A,5,Home,Hello kitty bedding ,https://www.pbteen.com/products/hello-kitty-jersey-quilt-sham/?catalogId=21&sku=6857923&cm_ven=FreePLA&cm_cat=Google&cm_pla=Bedding%20%3E%20Quilts%20%26%20Comforters,$229.00,,
,#N/A,5,Home,Uplift L shaped Standing Desk,https://www.upliftdesk.com/uplift-v2-l-shaped-standing-desk/,"$1,399.00",,
,,,,,https://www.fye.com/search?q=pusheen&start=12&sz=12,,,
,,,,,black overalls,,,
,,,,,white overalls,,,
,,,,,gingham black pants,,,
,,,,,red pants,,,
,,,,,green pants,,,
,,,,,purple pants,,,
,,,,,blue pants,,,
,,,,,white shorts,,,
,,,,,button ups,,,
,,,,,light green shorts,,,
,,,,,cloud sweater,,,
,,,,,cropped yellow cardigan,,,
,,,,,cropped pink cardigan,,,
,,,,,strawberry jeans,,,
,,,,,strawberry shorts,,,
,,,,,plaid purple pastel jean jacket,,,
,,,,,,,,
,,,,,https://jansbearessentials.com/,,,